date,kodex_open,sp500_closing,PER,KR_10Y,kodex_volume,Dividend_Yield
2022-01-10,37698.0,4670.29,11.68,2.484,5182408,2.09
2022-01-07,37578.0,4677.02,11.78,2.458,3830426,2.07
2022-01-06,38299.0,4696.05,11.64,2.481,10812188,2.1
2022-01-05,38510.0,4700.58,11.76,2.375,9170841,2.08
2022-01-04,38582.0,4793.54,11.91,2.314,4899370,2.05
2021-12-30,38640.0,4778.73,11.88,2.248,4019639,2.06
2021-12-29,38481.0,4793.06,11.95,2.18,4484389,2.04
2021-12-28,38568.0,4786.36,12.08,2.196,5265914,2.02
2021-12-27,38289.0,4791.19,12.0,2.212,3883745,2.04
2021-12-23,38097.0,4725.78,11.99,2.215,4913366,2.04
2021-12-22,37789.0,4696.56,11.93,2.148,5035303,2.05
2021-12-21,38107.0,4649.23,11.87,2.095,5454316,2.06
2021-12-20,37972.0,4568.02,11.79,2.108,4820335,2.07
2021-12-17,38289.0,4620.64,12.03,2.153,3831547,2.03
2021-12-16,37804.0,4668.67,11.99,2.147,5265027,2.04
2021-12-15,37962.0,4709.84,11.92,2.166,3792288,2.05
2021-12-14,38347.0,4634.09,11.92,2.167,5208226,2.05
2021-12-13,38236.0,4669.15,11.97,2.169,4898296,2.04
2021-12-10,38207.0,4712.02,13.69,2.202,2936457,2.04
2021-12-09,38419.0,4667.45,13.56,2.188,7633518,2.06
2021-12-08,37813.0,4701.21,13.42,2.186,7328925,2.08
2021-12-07,37578.0,4686.75,13.39,2.24,5225254,2.09
2021-12-06,37294.0,4591.67,13.27,2.212,10179444,2.11
2021-12-03,36598.0,4538.43,13.24,2.233,6528702,2.11
2021-12-02,36083.0,4577.1,13.16,2.194,5686873,2.12
2021-12-01,37040.0,4513.04,12.94,2.181,5475740,2.16
2021-11-30,36631.0,4567.0,12.6,2.218,7872031,2.22
2021-11-29,37530.0,4655.27,12.95,2.265,5404751,2.16
2021-11-26,38169.0,4594.62,13.06,2.253,5264873,2.14
2021-11-24,38332.0,4701.46,13.41,2.394,5991531,2.08
2021-11-23,37727.0,4690.7,13.45,2.4,5210216,2.08
2021-11-22,37352.0,4682.95,13.54,2.386,5244253,2.06
2021-11-19,37953.0,4697.96,13.25,2.371,4431024,2.11
2021-11-17,37934.0,4688.67,13.21,2.36,4365561,2.12
2021-11-16,37770.0,4700.9,13.37,2.335,4607672,2.09
2021-11-15,37371.0,4682.81,13.38,2.299,5485789,2.09
2021-11-12,36876.0,4682.85,13.24,2.342,3647174,2.11
2021-11-11,37314.0,4649.27,13.09,2.34,4447775,2.13
2021-11-10,37439.0,4646.71,13.1,2.307,4946355,2.13
2021-11-09,37549.0,4685.25,13.24,2.294,4750074,2.11
2021-11-08,37919.0,4701.7,13.21,2.328,5282513,2.11
2021-11-05,37785.0,4697.53,13.22,2.35,5775693,2.11
2021-11-04,38116.0,4680.06,13.28,2.428,5789211,2.1
2021-11-03,37669.0,4660.57,13.21,2.47,4622278,2.11
2021-11-02,37626.0,4630.65,13.39,2.48,3576752,2.09
2021-11-01,38082.0,4613.67,13.22,2.498,4348487,2.11
2021-10-29,38001.0,4605.38,13.17,2.583,5701215,2.12
2021-10-28,38231.0,4596.42,13.35,2.391,3667373,2.09
2021-10-27,38207.0,4551.68,13.41,2.484,2991191,2.08
2021-10-26,37704.0,4574.79,13.53,2.456,3753458,2.06
2021-10-25,37718.0,4566.48,13.39,2.426,3702750,2.09
2021-10-22,37881.0,4544.9,13.33,2.411,2889736,2.09
2021-10-21,38150.0,4549.78,13.33,2.387,4074622,2.09
2021-10-20,37953.0,4536.19,13.35,2.39,3999661,2.09
2021-10-19,37847.0,4519.63,13.4,2.38,4038334,2.08
2021-10-18,37680.0,4486.48,13.29,2.399,3652721,2.1
2021-10-15,37167.0,4471.37,13.33,2.355,3880075,2.09
2021-10-14,36558.0,4438.23,13.21,2.351,4555158,2.11
2021-10-13,37109.0,4363.8,13.02,2.401,4424998,2.14
2021-10-12,37469.0,4350.64,12.91,2.447,5584536,2.16
2021-10-08,37018.0,4391.36,13.13,2.376,4568568,2.13
2021-10-07,37459.0,4399.76,13.16,2.387,5229381,2.12
2021-10-06,37483.0,4363.55,12.95,2.4,8230862,2.16
2021-10-05,38332.0,4345.72,13.15,2.291,9319948,2.12
2021-10-01,38317.0,4357.05,13.38,2.259,4993347,2.09
2021-09-30,38432.0,4307.54,13.6,2.237,6874995,2.05
2021-09-29,39387.0,4359.46,13.56,2.226,11017242,2.06
2021-09-28,39291.0,4352.63,13.77,2.256,5639722,2.03
2021-09-27,39511.0,4443.11,13.93,2.167,4964087,2.0
2021-09-24,39147.0,4455.48,13.89,2.151,6533672,2.01
2021-09-23,39147.0,4448.98,13.91,2.099,5674486,2.01
2021-09-17,39789.0,4432.99,13.93,2.066,4516921,2.0
2021-09-16,39583.0,4473.76,13.87,2.043,5853737,2.01
2021-09-15,39473.0,4480.7,13.98,2.024,4799135,2.0
2021-09-14,39094.0,4443.05,13.97,2.058,5454742,2.0
2021-09-13,39128.0,4468.73,13.88,2.035,4710596,2.01
2021-09-10,39636.0,4458.58,13.84,2.008,5069696,2.02
2021-09-09,39967.0,4493.28,13.64,2.0,4399781,2.05
2021-09-08,40317.0,4514.07,16.36,2.019,4410112,2.02
2021-09-07,40077.0,4520.03,16.49,1.974,3745254,2.0
2021-09-03,40240.0,4535.43,16.55,1.943,4690570,2.0
2021-09-02,40216.0,4536.95,16.42,1.94,6246068,2.01
2021-09-01,39516.0,4524.09,16.57,1.942,4778217,1.99
2021-08-31,39780.0,4522.68,16.56,1.912,4968297,1.99
2021-08-30,39267.0,4528.79,16.24,1.913,4400072,2.03
2021-08-27,39770.0,4509.37,16.19,1.939,5289192,2.04
2021-08-26,39689.0,4469.91,16.19,1.927,3930307,2.04
2021-08-25,39166.0,4496.19,16.33,1.936,3984330,2.02
2021-08-24,38763.0,4486.23,16.27,1.939,4422699,2.03
2021-08-23,39032.0,4479.54,15.96,1.886,5640819,2.07
2021-08-20,39363.0,4441.67,15.81,1.852,8767554,2.09
2021-08-19,39487.0,4405.8,15.98,1.868,7048233,2.07
2021-08-18,39962.0,4400.27,16.31,1.88,5014087,2.03
2021-08-17,40513.0,4448.08,16.23,1.889,6166484,2.04
2021-08-13,40763.0,4468.0,16.41,1.924,7398743,2.01
2021-08-12,41031.0,4460.84,16.66,1.921,4697936,1.98
2021-08-11,41549.0,4447.7,16.76,1.934,4809657,1.97
2021-08-10,41420.0,4436.75,16.91,1.917,3553073,1.95
2021-08-09,41794.0,4432.35,17.03,1.915,4142075,1.94
2021-08-06,41866.0,4436.52,17.09,1.901,3897074,1.93
2021-08-05,41401.0,4429.1,17.15,1.878,5358980,1.93
2021-08-04,40883.0,4402.68,17.2,1.866,7274473,1.92
2021-08-03,40935.0,4423.15,16.96,1.89,4832101,1.95
2021-08-02,41074.0,4387.11,16.84,1.907,5908818,1.96
2021-07-30,41309.0,4395.26,16.72,1.876,5282684,1.97
2021-07-29,40993.0,4419.15,16.94,1.889,4170271,1.95
2021-07-28,41214.0,4400.65,16.93,1.863,3854612,1.95
2021-07-27,41573.0,4401.46,16.89,1.868,3776958,1.96
2021-07-26,41434.0,4422.23,16.86,1.863,3918379,1.96
2021-07-23,41099.0,4411.8,17.02,1.888,5620969,1.94
2021-07-22,41324.0,4367.48,17.02,1.922,3847032,1.94
2021-07-21,40902.0,4358.69,16.82,1.877,5206038,1.96
2021-07-20,41314.0,4323.21,16.91,1.891,4056264,1.95
2021-07-19,41664.0,4258.63,16.96,1.972,4212313,1.95
2021-07-16,41688.0,4327.16,17.16,2.005,3776466,1.93
2021-07-15,41568.0,4360.03,17.2,2.028,2966345,1.92
2021-07-14,41549.0,4374.3,17.08,2.01,3605875,1.93
2021-07-13,41242.0,4369.21,17.12,2.035,3815675,1.93
2021-07-12,41032.0,4384.63,16.99,2.022,4102450,1.94
2021-07-09,41917.0,4369.55,16.85,2.032,8653834,1.96
2021-07-08,41989.0,4320.82,17.04,2.004,5438983,1.94
2021-07-07,42056.0,4358.13,17.21,2.039,3984949,1.92
2021-07-06,41783.0,4343.54,17.31,2.12,4185892,1.91
2021-07-02,42061.0,4352.34,17.17,2.101,3588247,1.92
2021-07-01,41994.0,4319.94,17.18,2.089,4479163,1.92
2021-06-30,42080.0,4297.5,17.28,2.092,3395598,1.91
2021-06-29,42157.0,4291.8,17.23,2.11,4113092,1.92
2021-06-28,42056.0,4290.61,17.32,2.137,3668224,1.91
2021-06-25,41798.0,4280.7,17.34,2.1,4319062,1.9
2021-06-24,41659.0,4266.49,17.26,2.057,3291893,1.91
2021-06-23,41458.0,4241.84,17.19,2.041,4577463,1.92
2021-06-22,41209.0,4246.44,17.1,2.05,4663113,1.93
2021-06-21,41606.0,4224.79,16.98,2.006,5815959,1.94
2021-06-18,41520.0,4166.45,17.12,2.041,3842369,1.93
2021-06-17,41443.0,4221.86,17.11,2.079,5634283,1.93
2021-06-16,41429.0,4223.7,17.2,2.071,3838333,1.92
2021-06-15,41458.0,4246.59,17.09,2.071,3209162,1.93
2021-06-14,41233.0,4255.15,17.05,2.096,3233660,1.94
2021-06-11,41008.0,4247.44,17.04,2.101,4571250,1.94
2021-06-10,41357.0,4239.18,16.65,2.085,5086162,1.98
2021-06-09,41530.0,4219.55,16.61,2.104,3611537,1.98
2021-06-08,41621.0,4227.26,16.8,2.116,2965425,1.96
2021-06-07,41376.0,4226.52,16.81,2.156,4434748,1.96
2021-06-04,41233.0,4229.89,16.77,2.173,5506556,1.96
2021-06-03,41199.0,4192.85,16.83,2.195,4965356,1.96
2021-06-02,40955.0,4208.12,24.59,2.202,5058187,1.98
2021-06-01,40668.0,4202.04,24.6,2.185,5530587,1.98
2021-05-28,40648.0,4204.11,24.35,2.132,5445164,2.0
2021-05-27,40754.0,4200.88,24.23,2.112,13758120,2.01
2021-05-26,40524.0,4195.99,24.26,2.127,5433845,2.0
2021-05-25,40390.0,4188.13,24.31,2.129,6061506,2.0
2021-05-24,40677.0,4197.05,24.09,2.12,6375975,2.02
2021-05-21,40270.0,4155.86,24.19,2.124,8610175,2.01
2021-05-20,40232.0,4159.12,24.17,2.135,4401536,2.01
2021-05-18,40510.0,4127.83,24.25,2.118,4582921,2.01
2021-05-17,40059.0,4163.29,23.97,2.117,5450707,2.03
2021-05-14,39834.0,4173.85,24.08,2.16,7342513,2.02
2021-05-13,41070.0,4112.5,23.84,2.156,6713888,2.04
2021-05-12,41482.0,4063.04,24.21,2.125,7324932,2.01
2021-05-11,41319.0,4152.1,24.6,2.139,5613209,1.98
2021-05-10,40893.0,4188.43,25.0,2.134,5607792,1.95
2021-05-07,40423.0,4232.6,24.59,2.123,4972338,1.98
2021-05-06,40294.0,4201.62,24.48,2.102,4259377,1.99
2021-05-04,40466.0,4164.66,24.31,2.13,4601705,2.0
2021-05-03,40730.0,4192.66,24.12,2.124,5318071,2.02
2021-04-30,41075.0,4181.17,29.48,2.128,5220697,1.4
2021-04-29,41322.0,4211.47,29.75,2.098,5400646,1.39
2021-04-28,41360.0,4183.18,29.84,2.082,4121467,1.38
2021-04-27,41058.0,4186.72,30.16,2.071,4980832,1.37
2021-04-26,40709.0,4187.62,30.18,2.089,4988296,1.37
2021-04-23,41039.0,4180.17,29.9,2.043,4453739,1.38
2021-04-22,41341.0,4134.98,29.83,1.989,6629490,1.38
2021-04-21,41266.0,4173.42,29.79,2.005,12310651,1.39
2021-04-20,41355.0,4134.94,30.33,2.003,5784052,1.36
2021-04-19,41516.0,4163.26,30.14,1.981,5415632,1.37
2021-04-16,41270.0,4185.47,30.18,2.024,6283278,1.37
2021-04-15,41171.0,4170.42,30.19,2.02,7086355,1.37
2021-04-14,40606.0,4124.66,30.05,1.99,7086151,1.37
2021-04-13,40738.0,4141.59,29.93,2.028,4970395,1.38
2021-04-12,40823.0,4127.99,29.59,2.005,6246583,1.4
2021-04-09,40766.0,4128.8,29.6,2.03,7621490,1.39
2021-04-08,40804.0,4097.17,29.78,2.012,5647760,1.39
2021-04-07,40907.0,4079.95,29.77,2.064,5415956,1.39
2021-04-06,40738.0,4073.94,29.71,2.068,5208416,1.39
2021-04-05,40063.0,4077.91,29.64,2.094,5500436,1.39
2021-04-01,39993.0,4019.87,29.26,2.023,5537325,1.41
2021-03-31,39549.0,3972.89,28.95,2.057,7674531,1.43
2021-03-30,39653.0,3958.55,29.06,2.063,5407907,1.42
2021-03-29,39309.0,3971.09,28.74,1.981,6805261,1.44
2021-03-26,38880.0,3974.54,28.79,2.004,7036175,1.43
2021-03-25,38913.0,3909.52,28.49,1.967,10372112,1.45
2021-03-24,39776.0,3889.14,28.39,1.995,6014875,1.45
2021-03-23,39630.0,3910.52,28.5,2.031,7047454,1.45
2021-03-22,39337.0,3940.59,28.78,2.058,6728724,1.43
2021-03-19,39908.0,3913.1,28.8,2.098,9838491,1.43
2021-03-18,39927.0,3915.46,29.09,2.15,9216120,1.42
2021-03-17,39776.0,3974.12,28.87,2.134,8621308,1.43
2021-03-16,39823.0,3962.71,29.1,2.1,5912804,1.42
2021-03-15,39847.0,3968.94,28.89,2.154,9009507,1.43
2021-03-12,38800.0,3943.34,29.02,2.09,7373857,1.42
2021-03-11,39380.0,3939.34,28.67,2.028,6805888,1.44
2021-03-10,39120.0,3898.81,28.14,2.037,8682655,1.47
2021-03-09,39842.0,3875.44,28.3,2.035,12615511,1.46
2021-03-08,39106.0,3821.35,28.48,2.024,8798334,1.45
2021-03-05,39696.0,3841.94,28.74,1.991,10990296,1.44
2021-03-04,39672.0,3768.47,28.89,1.972,7187322,1.43
2021-03-03,40271.0,3819.72,29.31,1.952,6513301,1.41
2021-03-02,39568.0,3870.29,28.93,1.966,9121525,1.43
2021-02-26,39615.0,3811.15,28.59,1.96,10919849,1.44
2021-02-25,39842.0,3829.34,29.47,1.881,9394181,1.4
2021-02-24,39653.0,3925.43,28.4,1.851,11038063,1.45
2021-02-23,40601.0,3881.37,29.0,1.91,8201268,1.42
2021-02-22,40021.0,3876.5,29.08,1.921,9033120,1.42
2021-02-19,40502.0,3906.71,29.36,1.875,10316233,1.41
2021-02-18,40790.0,3913.97,29.11,1.854,9375817,1.42
2021-02-17,40997.0,3931.33,29.58,1.862,18590236,1.4
2021-02-16,40101.0,3932.59,29.94,1.85,9059101,1.38
2021-02-10,40393.0,3909.88,29.26,1.831,6920897,1.41
2021-02-09,40459.0,3911.23,29.14,1.812,8733973,1.42
2021-02-08,40228.0,3915.59,29.21,1.822,7838487,1.41
2021-02-05,40577.0,3886.83,29.52,1.793,14054029,1.4
2021-02-04,40667.0,3871.74,29.17,1.795,19225569,1.42
2021-02-03,40172.0,3830.17,29.65,1.768,10898078,1.39
2021-02-02,38663.0,3826.31,29.36,1.758,13276897,1.41
2021-02-01,40129.0,3773.86,28.97,1.804,11342993,1.43
2021-01-29,39752.0,3714.24,28.21,1.768,14139191,1.46
2021-01-28,40850.0,3787.38,29.03,1.764,11490617,1.42
2021-01-27,41594.0,3750.77,29.54,1.757,9321564,1.4
2021-01-26,40883.0,3849.62,29.75,1.77,11261909,1.39
2021-01-25,41138.0,3855.36,30.52,1.78,6778869,1.35
2021-01-22,40784.0,3841.47,29.76,1.759,13847450,1.39
2021-01-21,40888.0,3853.07,29.98,1.708,9648083,1.38
2021-01-20,39357.0,3851.85,29.54,1.703,11338786,1.4
2021-01-19,41194.0,3798.91,29.35,1.711,10352340,1.41
2021-01-15,40822.0,3768.25,29.26,1.731,12646463,1.41
2021-01-14,40841.0,3795.54,29.92,1.734,9652495,1.38
2021-01-13,40907.0,3809.84,29.95,1.719,12728330,1.38
2021-01-12,41444.0,3801.19,29.78,1.718,27067545,1.39
2021-01-11,39791.0,3799.61,30.01,1.693,24533001,1.38
2021-01-08,38816.0,3824.68,29.94,1.733,12231828,1.38
2021-01-07,38872.0,3803.79,28.59,1.725,9292264,1.44
2021-01-06,37982.0,3748.14,27.98,1.731,16160482,1.48
2021-01-05,36282.0,3726.86,28.26,1.69,9689618,1.46
2020-12-30,36164.0,3732.04,27.09,1.712,13522627,1.52
2020-12-29,35877.0,3727.04,26.54,1.698,17441685,1.56
2020-12-28,35020.0,3735.36,26.44,1.681,10451600,1.56
2020-12-24,34643.0,3703.06,26.39,1.682,10667112,1.56
2020-12-23,34902.0,3690.01,25.84,1.64,16786874,1.6
2020-12-22,35043.0,3687.26,25.5,1.657,13907467,1.62
2020-12-21,35124.0,3694.92,25.89,1.679,14886499,1.59
2020-12-18,35095.0,3709.41,25.85,1.7,8023572,1.6
2020-12-17,35199.0,3722.48,25.88,1.734,8675257,1.6
2020-12-16,34945.0,3701.17,25.92,1.686,8154024,1.59
2020-12-15,35086.0,3694.62,25.8,1.672,14621750,1.6
2020-12-14,34987.0,3647.49,25.85,1.672,14533442,1.6
2020-12-11,34643.0,3663.46,25.9,1.663,11080686,1.59
2020-12-10,34455.0,3668.1,29.34,1.654,12465995,1.64
2020-12-09,34770.0,3672.82,29.51,1.659,14067090,1.63
2020-12-08,34907.0,3702.25,28.87,1.642,13982435,1.66
2020-12-07,34139.0,3691.96,29.37,1.647,19835853,1.64
2020-12-04,33348.0,3699.12,29.19,1.65,11807157,1.65
2020-12-02,32872.0,3669.01,28.48,1.675,8405715,1.69
2020-12-01,33277.0,3662.45,27.98,1.651,5747578,1.72
2020-11-30,33098.0,3621.63,27.47,1.657,15933516,1.75
2020-11-27,33179.0,3638.35,28.0,1.642,10167143,1.71
2020-11-25,32905.0,3629.65,27.65,1.627,11716367,1.74
2020-11-24,32166.0,3635.41,27.81,1.6,12153321,1.73
2020-11-23,31954.0,3577.59,27.66,1.581,9505910,1.74
2020-11-20,31850.0,3557.54,27.04,1.605,7752664,1.78
2020-11-19,32025.0,3581.87,27.01,1.602,7766981,1.78
2020-11-18,32100.0,3567.79,26.99,1.602,8239584,1.78
2020-11-17,31558.0,3609.53,26.98,1.619,11782552,1.78
2020-11-16,30909.0,3626.91,27.04,1.624,10086073,1.78
2020-11-13,31163.0,3585.15,26.44,1.627,9396196,1.82
2020-11-12,30796.0,3537.01,26.18,1.651,13841063,1.83
2020-11-11,30833.0,3572.66,26.29,1.658,10726789,1.83
2020-11-10,30598.0,3545.53,25.89,1.621,13430753,1.85
2020-11-09,30348.0,3550.5,25.87,1.568,9912558,1.86
2020-11-06,29764.0,3509.44,25.57,1.558,11726629,1.88
2020-11-05,29595.0,3510.45,25.52,1.527,9406791,1.88
2020-11-04,28940.0,3443.44,24.91,1.572,15505987,1.93
2020-11-03,28455.0,3369.16,24.77,1.606,7300979,1.94
2020-11-02,29067.0,3310.24,24.29,1.604,8807311,1.98
2020-10-30,29119.0,3269.96,23.94,1.542,21176119,2.01
2020-10-29,29223.0,3310.11,24.61,1.529,10415664,1.95
2020-10-28,29373.0,3271.03,24.86,1.498,5856876,1.93
2020-10-27,29731.0,3390.68,24.75,1.502,8251503,1.94
2020-10-26,29656.0,3400.97,24.89,1.483,9067884,1.93
2020-10-23,29571.0,3465.39,24.99,1.494,7940217,1.92
2020-10-22,29693.0,3453.49,24.91,1.508,9214378,1.93
2020-10-21,29308.0,3435.56,25.07,1.524,9146743,1.92
2020-10-20,29463.0,3443.12,24.98,1.461,9747271,1.92
2020-10-19,29613.0,3426.92,24.79,1.441,9937276,1.94
2020-10-16,29712.0,3483.81,24.73,1.489,9342277,1.94
2020-10-15,30093.0,3483.34,24.89,1.482,7540590,1.93
2020-10-14,30215.0,3488.67,25.09,1.513,9691469,1.91
2020-10-13,30107.0,3511.93,25.33,1.529,10772932,1.9
2020-10-12,30112.0,3534.22,25.29,1.553,8548351,1.9
2020-10-08,29435.0,3446.83,25.16,1.544,9116772,1.91
2020-10-07,29670.0,3419.45,25.15,1.533,7217746,1.91
2020-10-06,29218.0,3360.95,24.92,1.531,9311382,1.93
2020-10-05,29251.0,3408.63,24.84,1.479,10143992,1.93
2020-09-29,28819.0,3335.47,24.52,1.43,12071501,1.96
2020-09-28,28612.0,3351.6,24.33,1.426,7118918,1.97
2020-09-25,28715.0,3298.46,24.06,1.423,12498292,2.0
2020-09-24,29157.0,3246.59,23.97,1.442,22005488,2.0
2020-09-23,29618.0,3236.92,24.54,1.446,21138673,1.96
2020-09-22,29886.0,3315.57,24.49,1.474,18661464,1.96
2020-09-21,29952.0,3281.06,25.05,1.493,8915043,1.92
2020-09-18,30206.0,3319.47,25.25,1.502,9550085,1.9
2020-09-17,30333.0,3357.01,25.22,1.511,12891787,1.9
2020-09-16,30220.0,3385.49,25.56,1.485,10940310,1.88
2020-09-15,29985.0,3401.2,25.64,1.504,11354226,1.87
2020-09-14,29599.0,3383.54,25.45,1.518,8109069,1.89
2020-09-11,29740.0,3340.97,25.09,1.529,10848483,1.91
2020-09-10,29467.0,3339.19,25.04,1.516,9294989,1.92
2020-09-09,29698.0,3398.96,24.1,1.518,10740876,1.93
2020-09-08,28974.0,3331.84,24.37,1.556,12630717,1.91
2020-09-04,29566.0,3426.96,23.96,1.524,8387091,1.95
2020-09-03,29336.0,3455.06,24.3,1.522,8997753,1.92
2020-09-02,28969.0,3580.84,23.92,1.539,8039635,1.95
2020-09-01,29604.0,3526.65,23.79,1.585,7968839,1.96
2020-08-31,29439.0,3500.31,23.59,1.513,9263812,1.98
2020-08-28,29561.0,3508.01,23.98,1.486,7878227,1.94
2020-08-27,29463.0,3484.55,23.91,1.421,7811057,1.95
2020-08-26,29322.0,3478.73,24.13,1.405,8203580,1.93
2020-08-25,28861.0,3443.62,24.08,1.387,9012792,1.94
2020-08-24,28692.0,3431.28,23.75,1.377,9971535,1.96
2020-08-21,29256.0,3397.16,23.51,1.41,9105075,1.98
2020-08-20,29604.0,3385.51,23.16,1.379,10231827,2.01
2020-08-19,30126.0,3374.85,24.08,1.346,8744400,1.94
2020-08-18,30295.0,3389.78,24.02,1.357,8132967,1.94
2020-08-14,30662.0,3372.85,24.51,1.394,10265202,1.9
2020-08-13,30079.0,3373.43,24.82,1.363,10205237,1.88
2020-08-12,29881.0,3380.35,24.77,1.37,9665212,1.88
2020-08-11,29322.0,3333.69,24.64,1.345,9485439,1.89
2020-08-10,29340.0,3360.47,24.31,1.364,9525825,1.92
2020-08-07,28889.0,3351.28,23.99,1.319,8632386,1.94
2020-08-06,28565.0,3349.16,23.89,1.306,10354828,1.95
2020-08-05,28315.0,3327.77,23.54,1.292,7412752,1.98
2020-08-04,28151.0,3306.51,23.26,1.306,6968422,2.0
2020-08-03,28489.0,3294.61,22.98,1.307,6146152,2.03
2020-07-31,28447.0,3271.12,22.97,1.297,7487490,2.03
2020-07-30,28189.0,3246.22,23.17,1.283,6811732,2.01
2020-07-29,27809.0,3258.44,23.12,1.31,8244015,2.02
2020-07-28,27302.0,3218.44,23.04,1.329,7013110,2.02
2020-07-27,27269.0,3239.41,22.53,1.306,6727061,2.07
2020-07-24,27672.0,3215.63,22.31,1.305,5641126,2.09
2020-07-23,27757.0,3235.66,22.44,1.317,8166908,2.08
2020-07-22,27616.0,3276.02,22.57,1.347,8384328,2.07
2020-07-21,27513.0,3257.3,22.65,1.356,8291839,2.06
2020-07-20,27264.0,3251.84,22.32,1.334,6659312,2.09
2020-07-17,27527.0,3224.73,22.38,1.348,7859130,2.08
2020-07-16,27550.0,3215.57,22.2,1.382,8185810,2.1
2020-07-15,27105.0,3226.56,22.43,1.416,8812173,2.08
2020-07-14,27062.0,3197.52,22.23,1.419,7500733,2.1
2020-07-13,27100.0,3155.22,22.25,1.42,6523491,2.1
2020-07-10,27058.0,3185.04,21.88,1.397,8045264,2.13
2020-07-09,27001.0,3152.05,22.04,1.391,8522503,2.11
2020-07-08,27485.0,3169.94,21.95,1.378,8895516,2.12
2020-07-07,26973.0,3145.32,22.01,1.387,8561900,2.12
2020-07-06,26438.0,3179.72,22.3,1.409,9563272,2.09
2020-07-02,26645.0,3130.01,21.79,1.378,5587318,2.14
2020-07-01,26499.0,3115.86,21.51,1.406,7526093,2.17
2020-06-30,26222.0,3100.29,21.5,1.369,9401917,2.17
2020-06-29,26438.0,3053.24,21.34,1.365,12379887,2.18
2020-06-26,26462.0,3009.05,21.75,1.327,18928419,2.14
2020-06-25,26555.0,3083.76,21.47,1.345,17814462,2.17
2020-06-24,26574.0,3050.33,22.0,1.363,10699429,2.12
2020-06-23,26307.0,3131.29,21.64,1.386,14494391,2.15
2020-06-22,26706.0,3117.86,21.6,1.391,7707977,2.16
2020-06-19,26410.0,3097.74,21.75,1.378,11158087,2.14
2020-06-18,26541.0,3115.34,21.63,1.37,9013376,2.15
2020-06-17,25711.0,3113.49,21.72,1.41,13793632,2.15
2020-06-16,26095.0,3124.74,21.69,1.4,14567569,2.15
2020-06-15,25973.0,3066.59,20.56,1.424,21135136,2.27
2020-06-12,27175.0,3041.31,21.62,1.388,15445194,2.16
2020-06-11,27297.0,3002.1,21.24,1.381,11727560,2.13
2020-06-10,27494.0,3190.14,21.48,1.397,6345140,2.11
2020-06-09,27691.0,3207.18,21.44,1.375,8619469,2.11
2020-06-08,26814.0,3232.39,21.4,1.457,13693219,2.11
2020-06-05,27189.0,3193.93,21.39,1.449,13161409,2.11
2020-06-04,26124.0,3112.35,21.06,1.432,14512503,2.15
2020-06-03,25631.0,3122.87,21.02,1.426,9846587,2.15
2020-06-02,25194.0,3080.82,18.0,1.387,9547671,2.23
2020-06-01,25016.0,3055.73,17.82,1.39,8134029,2.25
2020-05-29,25288.0,3044.31,17.5,1.376,8549587,2.29
2020-05-28,24974.0,3029.73,17.49,1.34,11995223,2.29
2020-05-27,24683.0,3036.13,17.45,1.345,10310494,2.3
2020-05-26,24758.0,2991.77,17.43,1.325,9109269,2.3
2020-05-22,24800.0,2955.45,16.93,1.35,9292264,2.37
2020-05-21,24495.0,2948.51,17.21,1.342,7829466,2.33
2020-05-20,24509.0,2971.61,17.14,1.356,8313083,2.34
2020-05-19,23941.0,2922.94,17.08,1.391,6936858,2.35
2020-05-18,23960.0,2953.91,16.66,1.392,8992126,2.41
2020-05-15,23796.0,2863.7,16.55,1.384,8874648,2.42
2020-05-14,23467.0,2852.5,16.55,1.382,7292528,2.42
2020-05-13,23941.0,2820.0,16.69,1.392,9379493,2.4
2020-05-12,24143.0,2870.12,16.53,1.422,13430247,2.43
2020-05-11,24040.0,2930.32,16.63,1.461,6222488,2.41
2020-05-08,23847.0,2929.8,16.74,1.426,6758556,2.4
2020-05-07,23937.0,2881.19,16.6,1.486,8837726,2.42
2020-05-06,23768.0,2848.42,16.63,1.506,10458758,2.41
2020-05-04,24105.0,2842.74,16.35,1.499,17308141,2.45
2020-04-29,24021.0,2939.51,14.63,1.516,10569016,2.41
2020-04-28,23549.0,2863.39,14.53,1.563,9469276,2.43
2020-04-27,23683.0,2878.48,14.45,1.574,6577713,2.44
2020-04-24,23738.0,2836.74,14.19,1.551,6135886,2.49
2020-04-23,23073.0,2797.8,14.38,1.545,17940960,2.45
2020-04-22,23535.0,2799.31,14.28,1.526,22483346,2.47
2020-04-21,23904.0,2736.56,14.14,1.459,21042960,2.49
2020-04-20,23706.0,2823.16,14.29,1.447,11802229,2.47
2020-04-17,22985.0,2874.56,14.46,1.435,15589665,2.44
2020-04-16,23027.0,2799.55,14.01,1.408,11250358,2.52
2020-04-14,23161.0,2846.06,14.03,1.466,20544685,2.51
2020-04-13,23073.0,2761.63,13.8,1.468,31545604,2.56
2020-04-09,22893.0,2789.82,13.92,1.435,21756008,2.53
2020-04-08,22999.0,2749.98,13.71,1.51,14894642,2.57
2020-04-07,22007.0,2659.41,13.88,1.58,14234121,2.54
2020-04-06,21891.0,2663.68,13.65,1.542,14649306,2.58
2020-04-03,21305.0,2488.65,13.13,1.547,16051944,2.68
2020-04-02,22039.0,2526.9,13.14,1.517,16115221,2.68
2020-04-01,21988.0,2470.5,12.83,1.541,20313364,2.75
