Date,Price,Open,High,Low,High-low,Change %
11/01/2023,558.30 ,556.88 ,559.30 ,554.75 ,4.55 ,0.00 
10/31/2023,556.25 ,568.25 ,568.50 ,554.50 ,14.00 ,(0.02)
10/30/2023,566.00 ,576.00 ,577.00 ,565.25 ,11.75 ,(0.02)
10/27/2023,575.50 ,580.25 ,582.50 ,571.00 ,11.50 ,(0.01)
10/26/2023,579.50 ,569.25 ,580.50 ,563.25 ,17.25 ,0.02 
10/25/2023,568.50 ,580.00 ,586.25 ,567.00 ,19.25 ,(0.02)
10/24/2023,580.50 ,587.75 ,588.00 ,572.75 ,15.25 ,(0.01)
10/23/2023,587.25 ,586.50 ,595.25 ,582.00 ,13.25 ,0.00 
10/20/2023,586.00 ,594.00 ,604.50 ,583.25 ,21.25 ,(0.01)
10/19/2023,594.00 ,579.75 ,594.50 ,576.50 ,18.00 ,0.02 
10/18/2023,580.25 ,572.50 ,584.00 ,571.25 ,12.75 ,0.02 
10/17/2023,570.50 ,577.00 ,582.25 ,568.50 ,13.75 ,(0.01)
10/16/2023,577.25 ,580.00 ,588.50 ,575.25 ,13.25 ,(0.00)
10/13/2023,579.75 ,572.00 ,586.25 ,569.50 ,16.75 ,0.01 
10/12/2023,571.50 ,557.25 ,574.50 ,547.25 ,27.25 ,0.03 
10/11/2023,556.00 ,559.00 ,560.75 ,551.00 ,9.75 ,(0.00)
10/10/2023,558.50 ,573.75 ,574.75 ,555.50 ,19.25 ,(0.02)
10/09/2023,572.75 ,573.25 ,581.50 ,570.00 ,11.50 ,0.01 
10/06/2023,568.25 ,576.00 ,580.25 ,566.50 ,13.75 ,(0.02)
10/05/2023,578.25 ,559.75 ,580.25 ,559.00 ,21.25 ,0.03 
10/04/2023,560.00 ,567.50 ,569.75 ,551.75 ,18.00 ,(0.02)
10/03/2023,568.50 ,568.25 ,575.00 ,562.75 ,12.25 ,0.01 
10/02/2023,564.75 ,545.00 ,567.00 ,541.25 ,25.75 ,0.04 
09/29/2023,541.50 ,579.50 ,585.50 ,540.00 ,45.50 ,(0.06)
09/28/2023,578.75 ,580.50 ,583.50 ,575.25 ,8.25 ,(0.00)
09/27/2023,579.50 ,589.25 ,594.50 ,578.50 ,16.00 ,(0.02)
09/26/2023,589.00 ,589.00 ,596.75 ,583.25 ,13.50 ,0.00 
09/25/2023,589.00 ,577.00 ,590.00 ,573.75 ,16.25 ,0.02 
09/22/2023,579.50 ,576.50 ,582.50 ,572.75 ,9.75 ,0.01 
09/21/2023,575.75 ,589.00 ,590.25 ,575.00 ,15.25 ,(0.02)
09/20/2023,588.75 ,585.25 ,596.25 ,581.50 ,14.75 ,0.01 
09/19/2023,584.00 ,588.00 ,592.75 ,581.00 ,11.75 ,(0.01)
09/18/2023,591.25 ,604.00 ,604.25 ,587.00 ,17.25 ,(0.02)
09/15/2023,604.25 ,594.25 ,607.50 ,591.75 ,15.75 ,0.06 
09/14/2023,567.50 ,595.50 ,597.75 ,583.50 ,14.25 ,(0.00)
09/13/2023,569.00 ,562.50 ,565.50 ,562.50 ,3.00 ,0.02 
09/12/2023,560.25 ,557.25 ,557.25 ,548.00 ,9.25 ,0.01 
09/11/2023,556.00 ,561.50 ,561.50 ,558.00 ,3.50 ,(0.02)
09/08/2023,567.25 ,600.00 ,602.75 ,590.50 ,12.25 ,(0.01)
09/07/2023,571.50 ,578.25 ,585.00 ,578.25 ,6.75 ,(0.02)
09/06/2023,581.00 ,577.50 ,587.00 ,576.50 ,10.50 ,0.01 
09/05/2023,572.50 ,569.25 ,575.00 ,567.00 ,8.00 ,0.01 
09/01/2023,567.50 ,574.00 ,585.00 ,571.00 ,14.00 ,(0.01)
08/31/2023,573.00 ,574.00 ,582.75 ,566.00 ,16.75 ,(0.01)
08/30/2023,576.75 ,572.75 ,579.50 ,564.50 ,15.00 ,0.01 
08/29/2023,569.75 ,588.00 ,589.00 ,568.75 ,20.25 ,(0.03)
08/28/2023,588.00 ,593.50 ,599.25 ,584.00 ,15.25 ,(0.01)
08/25/2023,593.25 ,604.50 ,609.75 ,587.50 ,22.25 ,(0.02)
08/24/2023,604.00 ,614.75 ,615.00 ,598.25 ,16.75 ,(0.01)
08/23/2023,612.50 ,604.25 ,617.00 ,598.25 ,18.75 ,0.02 
08/22/2023,601.75 ,599.00 ,610.75 ,594.50 ,16.25 ,0.00 
08/21/2023,599.25 ,618.00 ,620.75 ,595.75 ,25.00 ,(0.02)
08/18/2023,613.25 ,589.00 ,615.75 ,588.50 ,27.25 ,0.04 
08/17/2023,589.50 ,599.75 ,601.25 ,586.25 ,15.00 ,(0.01)
08/16/2023,597.75 ,598.75 ,607.50 ,591.50 ,16.00 ,(0.00)
08/15/2023,598.50 ,618.50 ,619.00 ,595.75 ,23.25 ,(0.03)
08/14/2023,616.00 ,632.75 ,635.00 ,605.25 ,29.75 ,(0.02)
08/11/2023,626.75 ,638.00 ,639.75 ,624.25 ,15.50 ,(0.02)
08/10/2023,637.75 ,637.25 ,644.00 ,635.00 ,9.00 ,0.00 
08/09/2023,635.00 ,655.50 ,658.25 ,633.50 ,24.75 ,(0.03)
08/08/2023,656.25 ,657.50 ,662.25 ,643.00 ,19.25 ,(0.00)
08/07/2023,657.50 ,646.00 ,663.75 ,636.00 ,27.75 ,0.04 
08/04/2023,633.00 ,627.75 ,653.75 ,627.25 ,26.50 ,0.01 
08/03/2023,627.00 ,639.25 ,648.25 ,626.25 ,22.00 ,(0.02)
08/02/2023,640.00 ,654.50 ,684.00 ,636.00 ,48.00 ,(0.02)
08/01/2023,652.25 ,670.00 ,675.00 ,643.25 ,31.75 ,(0.02)
07/31/2023,665.75 ,702.50 ,703.00 ,660.25 ,42.75 ,(0.05)
07/28/2023,704.25 ,714.75 ,720.25 ,689.00 ,31.25 ,(0.01)
07/27/2023,712.75 ,723.25 ,740.00 ,711.75 ,28.25 ,(0.01)
07/26/2023,720.00 ,757.00 ,757.50 ,709.00 ,48.50 ,(0.05)
07/25/2023,760.25 ,754.25 ,777.25 ,736.50 ,40.75 ,0.00 
07/24/2023,757.50 ,702.00 ,757.50 ,698.75 ,58.75 ,0.09 
07/21/2023,697.50 ,724.75 ,733.25 ,693.50 ,39.75 ,(0.04)
07/20/2023,727.00 ,725.00 ,750.75 ,711.25 ,39.50 ,(0.00)
07/19/2023,727.75 ,669.00 ,730.75 ,664.00 ,66.75 ,0.09 
07/18/2023,670.75 ,649.25 ,675.00 ,642.25 ,32.75 ,0.03 
07/17/2023,653.75 ,666.00 ,689.25 ,651.00 ,38.25 ,0.02 
07/14/2023,641.50 ,639.50 ,663.25 ,637.75 ,25.50 ,0.02 
07/13/2023,627.50 ,614.25 ,625.00 ,614.25 ,10.75 ,0.01 
07/12/2023,621.25 ,645.00 ,645.00 ,625.00 ,20.00 ,(0.04)
07/11/2023,649.50 ,645.00 ,650.00 ,642.75 ,7.25 ,0.02 
07/10/2023,636.25 ,641.75 ,645.75 ,637.50 ,8.25 ,(0.01)
07/07/2023,639.50 ,642.75 ,646.75 ,642.75 ,4.00 ,(0.01)
07/06/2023,647.00 ,654.50 ,654.75 ,640.75 ,14.00 ,(0.02)
07/05/2023,662.00 ,640.00 ,658.00 ,635.00 ,23.00 ,0.05 
07/03/2023,628.50 ,630.00 ,642.25 ,628.25 ,14.00 ,(0.01)
06/30/2023,636.25 ,654.00 ,663.75 ,634.25 ,29.50 ,(0.03)
06/29/2023,653.00 ,655.50 ,663.75 ,650.75 ,13.00 ,(0.00)
06/28/2023,655.75 ,684.75 ,692.50 ,653.25 ,39.25 ,(0.04)
06/27/2023,685.00 ,724.25 ,725.75 ,681.50 ,44.25 ,(0.05)
06/26/2023,724.25 ,734.25 ,756.75 ,719.00 ,37.75 ,(0.01)
06/23/2023,733.25 ,737.00 ,737.75 ,718.75 ,19.00 ,(0.01)
06/22/2023,739.00 ,730.25 ,747.00 ,725.50 ,21.50 ,0.01 
06/21/2023,734.50 ,700.50 ,735.50 ,699.25 ,36.25 ,0.06 
06/20/2023,695.75 ,687.00 ,700.00 ,676.25 ,23.75 ,0.01 
06/16/2023,688.00 ,659.75 ,697.00 ,656.00 ,41.00 ,0.04 
06/15/2023,661.50 ,629.00 ,665.25 ,628.25 ,37.00 ,0.05 
06/14/2023,630.25 ,638.00 ,639.00 ,625.00 ,14.00 ,(0.01)
06/13/2023,636.25 ,634.50 ,649.25 ,626.75 ,22.50 ,0.00 
06/12/2023,633.75 ,629.75 ,638.75 ,622.25 ,16.50 ,0.01 
06/09/2023,630.25 ,624.50 ,632.25 ,618.50 ,13.75 ,0.01 
06/08/2023,626.25 ,616.00 ,629.00 ,611.25 ,17.75 ,0.02 
06/07/2023,616.75 ,626.50 ,635.50 ,613.25 ,22.25 ,(0.02)
06/06/2023,627.75 ,624.25 ,648.00 ,621.25 ,26.75 ,0.01 
06/05/2023,624.00 ,621.50 ,631.50 ,615.50 ,16.00 ,0.01 
06/02/2023,619.00 ,610.25 ,622.50 ,602.25 ,20.25 ,0.01 
06/01/2023,610.75 ,594.25 ,617.50 ,593.00 ,24.50 ,0.03 
05/31/2023,594.25 ,591.50 ,595.00 ,573.25 ,21.75 ,0.01 
05/30/2023,591.00 ,616.75 ,616.75 ,588.75 ,28.00 ,(0.04)
05/28/2023,616.88 ,616.88 ,616.88 ,616.88 ,0.00 ,0.00 
05/26/2023,616.00 ,606.00 ,618.50 ,602.50 ,16.00 ,0.02 
05/25/2023,604.25 ,607.00 ,616.50 ,599.00 ,17.50 ,(0.00)
05/24/2023,606.25 ,621.00 ,624.50 ,602.25 ,22.25 ,(0.03)
05/23/2023,622.25 ,607.50 ,624.75 ,594.25 ,30.50 ,0.03 
05/22/2023,606.25 ,607.75 ,613.75 ,596.25 ,17.50 ,0.00 
05/19/2023,605.00 ,611.00 ,620.75 ,602.00 ,18.75 ,(0.01)
05/18/2023,611.75 ,626.25 ,626.50 ,605.50 ,21.00 ,(0.02)
05/17/2023,625.50 ,646.75 ,654.25 ,616.00 ,38.25 ,(0.03)
05/16/2023,647.50 ,661.75 ,664.25 ,640.00 ,24.25 ,(0.02)
05/15/2023,660.75 ,635.00 ,663.75 ,632.50 ,31.25 ,0.06 
05/12/2023,624.50 ,628.00 ,654.00 ,626.00 ,28.00 ,0.02 
05/11/2023,614.25 ,617.50 ,617.50 ,617.50 ,0.00 ,(0.02)
05/10/2023,628.25 ,643.75 ,647.75 ,629.75 ,18.00 ,(0.02)
05/09/2023,643.50 ,653.25 ,653.75 ,633.00 ,20.75 ,(0.02)
05/08/2023,654.00 ,662.00 ,669.00 ,652.25 ,16.75 ,(0.01)
05/05/2023,660.25 ,646.00 ,663.50 ,643.75 ,19.75 ,0.02 
05/04/2023,645.00 ,642.00 ,650.75 ,629.25 ,21.50 ,0.01 
05/03/2023,639.75 ,609.25 ,642.25 ,603.75 ,38.50 ,0.05 
05/02/2023,609.25 ,620.00 ,626.50 ,607.50 ,19.00 ,(0.01)
05/01/2023,618.25 ,633.50 ,635.25 ,613.75 ,21.50 ,(0.02)
04/28/2023,633.75 ,630.50 ,639.00 ,624.25 ,14.75 ,0.01 
04/27/2023,629.25 ,643.75 ,645.50 ,625.50 ,20.00 ,(0.02)
04/26/2023,642.00 ,653.75 ,657.75 ,641.00 ,16.75 ,(0.02)
04/25/2023,653.00 ,657.00 ,660.50 ,642.50 ,18.00 ,(0.01)
04/24/2023,657.00 ,679.00 ,682.00 ,656.75 ,25.25 ,(0.02)
04/21/2023,673.00 ,681.25 ,685.75 ,669.00 ,16.75 ,(0.01)
04/20/2023,680.00 ,695.00 ,696.00 ,678.25 ,17.75 ,(0.02)
04/19/2023,692.75 ,709.25 ,710.00 ,692.00 ,18.00 ,(0.02)
04/18/2023,709.50 ,704.25 ,717.25 ,700.50 ,16.75 ,0.02 
04/17/2023,696.50 ,686.25 ,697.00 ,674.50 ,22.50 ,0.02 
04/14/2023,682.50 ,668.75 ,685.25 ,661.25 ,24.00 ,0.02 
04/13/2023,667.00 ,680.75 ,680.75 ,664.50 ,16.25 ,(0.02)
04/12/2023,679.50 ,673.00 ,683.75 ,673.00 ,10.75 ,0.01 
04/11/2023,674.00 ,680.25 ,686.00 ,666.25 ,19.75 ,(0.01)
04/10/2023,678.50 ,684.50 ,687.50 ,668.25 ,19.25 ,0.00 
04/07/2023,675.50 ,675.50 ,675.50 ,675.50 ,0.00 ,0.00 
04/06/2023,675.50 ,682.25 ,685.00 ,671.25 ,13.75 ,(0.01)
04/05/2023,682.00 ,693.00 ,693.25 ,675.00 ,18.25 ,(0.01)
04/04/2023,691.50 ,697.00 ,701.50 ,688.00 ,13.50 ,(0.00)
04/03/2023,693.50 ,697.00 ,710.00 ,691.50 ,18.50 ,0.00 
03/31/2023,692.25 ,692.50 ,701.25 ,681.00 ,20.25 ,0.00 
03/30/2023,692.25 ,705.25 ,710.00 ,690.25 ,19.75 ,(0.02)
03/29/2023,704.75 ,698.25 ,724.00 ,696.50 ,27.50 ,0.01 
03/28/2023,699.75 ,698.50 ,704.75 ,691.50 ,13.25 ,0.00 
03/27/2023,698.00 ,691.00 ,706.50 ,680.25 ,26.25 ,0.01 
03/24/2023,688.50 ,660.25 ,700.50 ,656.25 ,44.25 ,0.04 
03/23/2023,662.00 ,663.00 ,675.50 ,657.25 ,18.25 ,(0.00)
03/22/2023,663.50 ,682.50 ,684.00 ,654.00 ,30.00 ,(0.03)
03/21/2023,683.25 ,700.00 ,705.50 ,680.25 ,25.25 ,(0.03)
03/20/2023,700.75 ,708.50 ,708.50 ,695.25 ,13.25 ,(0.01)
03/17/2023,710.50 ,697.25 ,712.50 ,697.25 ,15.25 ,0.02 
03/16/2023,699.00 ,704.00 ,704.00 ,691.50 ,12.50 ,(0.01)
03/15/2023,702.75 ,697.25 ,706.00 ,692.75 ,13.25 ,0.02 
03/14/2023,686.50 ,683.00 ,699.75 ,677.50 ,22.25 ,0.02 
03/13/2023,672.25 ,660.50 ,660.75 ,660.50 ,0.25 ,0.01 
03/10/2023,666.75 ,662.25 ,662.25 ,662.25 ,0.00 ,0.00 
03/09/2023,665.75 ,689.00 ,691.50 ,664.25 ,27.25 ,(0.03)
03/08/2023,687.50 ,698.00 ,699.50 ,684.25 ,15.25 ,(0.02)
03/07/2023,698.00 ,696.50 ,703.50 ,689.50 ,14.00 ,0.00 
03/06/2023,695.25 ,711.00 ,711.00 ,693.75 ,17.25 ,(0.02)
03/03/2023,708.75 ,714.75 ,715.50 ,706.25 ,9.25 ,(0.01)
03/02/2023,712.75 ,713.00 ,721.75 ,708.50 ,13.25 ,0.00 
03/01/2023,710.00 ,708.00 ,714.50 ,701.75 ,12.75 ,0.01 
02/28/2023,705.50 ,710.00 ,715.00 ,702.50 ,12.50 ,(0.01)
02/27/2023,710.00 ,721.75 ,724.00 ,705.75 ,18.25 ,(0.02)
02/24/2023,721.75 ,752.25 ,753.50 ,717.00 ,36.50 ,(0.04)
02/23/2023,750.50 ,748.50 ,758.75 ,747.25 ,11.50 ,0.00 
02/22/2023,750.00 ,763.50 ,766.75 ,746.75 ,20.00 ,(0.00)
02/21/2023,750.50 ,765.75 ,773.25 ,749.50 ,23.75 ,(0.02)
02/20/2023,764.75 ,764.75 ,764.75 ,764.75 ,0.00 ,0.00 
02/19/2023,764.75 ,764.75 ,764.75 ,764.75 ,0.00 ,(0.00)
02/17/2023,765.50 ,765.00 ,771.50 ,759.50 ,12.00 ,0.00 
02/16/2023,765.00 ,767.50 ,771.50 ,762.25 ,9.25 ,(0.01)
02/15/2023,769.25 ,786.00 ,787.25 ,766.75 ,20.50 ,(0.02)
02/14/2023,786.00 ,790.00 ,797.50 ,783.50 ,14.00 ,(0.01)
02/13/2023,792.00 ,789.00 ,796.00 ,776.00 ,20.00 ,0.01 
02/10/2023,786.00 ,755.00 ,790.00 ,755.00 ,35.00 ,0.04 
02/09/2023,757.25 ,764.75 ,770.50 ,754.75 ,15.75 ,(0.01)
02/08/2023,764.75 ,750.00 ,766.00 ,747.75 ,18.25 ,0.02 
02/07/2023,749.75 ,750.00 ,757.00 ,744.25 ,12.75 ,(0.00)
02/06/2023,750.25 ,758.00 ,766.50 ,745.50 ,21.00 ,(0.01)
02/03/2023,756.75 ,759.75 ,776.50 ,750.75 ,25.75 ,(0.01)
02/02/2023,761.00 ,757.50 ,770.75 ,750.50 ,20.25 ,0.00 
02/01/2023,759.75 ,760.75 ,762.50 ,744.50 ,18.00 ,(0.00)
01/31/2023,761.25 ,752.50 ,766.75 ,742.00 ,24.75 ,0.01 
01/30/2023,752.50 ,753.00 ,762.50 ,743.50 ,19.00 ,0.00 
01/27/2023,750.00 ,752.25 ,753.25 ,744.25 ,9.00 ,(0.00)
01/26/2023,752.50 ,741.00 ,758.00 ,738.00 ,20.00 ,0.02 
01/25/2023,741.25 ,735.00 ,746.50 ,734.75 ,11.75 ,0.01 
01/24/2023,734.50 ,720.50 ,739.00 ,719.75 ,19.25 ,0.02 
01/23/2023,720.00 ,738.00 ,740.50 ,712.50 ,28.00 ,(0.03)
01/20/2023,741.50 ,735.00 ,743.00 ,727.75 ,15.25 ,0.01 
01/19/2023,734.50 ,741.75 ,748.75 ,733.50 ,15.25 ,(0.01)
01/18/2023,742.50 ,749.00 ,760.25 ,740.25 ,20.00 ,(0.01)
01/17/2023,751.75 ,742.50 ,755.75 ,728.75 ,27.00 ,0.01 
01/13/2023,743.75 ,743.50 ,748.50 ,737.25 ,11.25 ,0.00 
01/12/2023,742.75 ,739.00 ,747.25 ,723.00 ,24.25 ,0.00 
01/11/2023,740.00 ,730.25 ,742.25 ,724.50 ,17.75 ,0.01 
01/10/2023,731.00 ,741.25 ,742.50 ,720.50 ,22.00 ,(0.01)
01/09/2023,741.50 ,748.00 ,758.00 ,740.25 ,17.75 ,(0.00)
01/06/2023,743.50 ,748.50 ,756.75 ,742.50 ,14.25 ,(0.00)
01/05/2023,746.75 ,746.00 ,752.00 ,736.00 ,16.00 ,0.00 
01/04/2023,745.50 ,780.50 ,780.50 ,744.25 ,36.25 ,(0.04)
01/03/2023,775.50 ,786.00 ,794.50 ,769.75 ,24.75 ,(0.02)
12/30/2022,792.00 ,775.50 ,799.00 ,771.50 ,27.50 ,0.02 
12/29/2022,774.00 ,785.00 ,786.50 ,765.50 ,21.00 ,(0.01)
12/28/2022,785.50 ,774.50 ,787.50 ,770.75 ,16.75 ,0.01 
12/27/2022,774.50 ,781.25 ,784.50 ,769.00 ,15.50 ,(0.00)
12/23/2022,776.00 ,762.00 ,778.00 ,758.00 ,20.00 ,0.02 
12/22/2022,762.25 ,766.75 ,777.00 ,758.00 ,19.00 ,(0.01)
12/21/2022,767.75 ,750.00 ,774.50 ,748.75 ,25.75 ,0.02 
12/20/2022,750.50 ,747.25 ,761.50 ,744.75 ,16.75 ,0.00 
