date,krx_close,krx_diff,krx_return,PER,PBR,Dividend_Yield
2021-06-14,433.22,0.44,0.1,17.05,1.36,1.94
2021-06-15,434.13,0.91,0.21,17.09,1.36,1.93
2021-06-16,436.96,2.83,0.65,17.2,1.37,1.92
2021-06-17,434.73,-2.23,-0.51,17.11,1.36,1.93
2021-06-18,435.02,0.29,0.07,17.12,1.36,1.93
2021-06-21,431.46,-3.56,-0.82,16.98,1.35,1.94
2021-06-22,434.42,2.96,0.69,17.1,1.36,1.93
2021-06-23,436.73,2.31,0.53,17.19,1.37,1.92
2021-06-24,438.38,1.65,0.38,17.26,1.37,1.91
2021-06-25,440.4,2.02,0.46,17.34,1.38,1.9
2021-06-28,439.98,-0.42,-0.1,17.32,1.38,1.91
2021-06-29,437.54,-2.44,-0.55,17.23,1.37,1.92
2021-06-30,438.84,1.3,0.3,17.28,1.37,1.91
2021-07-01,436.34,-2.5,-0.57,17.18,1.37,1.92
2021-07-02,436.0,-0.34,-0.08,17.17,1.36,1.92
2021-07-05,437.66,1.66,0.38,17.24,1.37,1.92
2021-07-06,439.5,1.84,0.42,17.31,1.38,1.91
2021-07-07,436.97,-2.53,-0.58,17.21,1.37,1.92
2021-07-08,432.63,-4.34,-0.99,17.04,1.35,1.94
2021-07-09,427.84,-4.79,-1.11,16.85,1.34,1.96
2021-07-12,431.28,3.44,0.8,16.99,1.35,1.94
2021-07-13,434.71,3.43,0.8,17.12,1.36,1.93
2021-07-14,433.57,-1.14,-0.26,17.08,1.36,1.93
2021-07-15,436.76,3.19,0.74,17.2,1.37,1.92
2021-07-16,434.82,-1.94,-0.44,17.16,1.36,1.93
2021-07-19,429.89,-4.93,-1.13,16.96,1.35,1.95
2021-07-20,428.55,-1.34,-0.31,16.91,1.34,1.95
2021-07-21,426.0,-2.55,-0.6,16.82,1.34,1.96
2021-07-22,431.38,5.38,1.26,17.02,1.35,1.94
2021-07-23,431.55,0.17,0.04,17.02,1.35,1.94
2021-07-26,427.47,-4.08,-0.95,16.86,1.34,1.96
2021-07-27,428.22,0.75,0.18,16.89,1.34,1.96
2021-07-28,429.15,0.93,0.22,16.93,1.35,1.95
2021-07-29,429.49,0.34,0.08,16.94,1.35,1.95
2021-07-30,423.91,-5.58,-1.3,16.72,1.33,1.97
2021-08-02,426.79,2.88,0.68,16.84,1.34,1.96
2021-08-03,429.98,3.19,0.75,16.96,1.35,1.95
2021-08-04,436.05,6.07,1.41,17.2,1.37,1.92
2021-08-05,434.74,-1.31,-0.3,17.15,1.36,1.93
2021-08-06,433.29,-1.45,-0.33,17.09,1.36,1.93
2021-08-09,431.65,-1.64,-0.38,17.03,1.35,1.94
2021-08-10,428.56,-3.09,-0.72,16.91,1.34,1.95
2021-08-11,424.74,-3.82,-0.89,16.76,1.33,1.97
2021-08-12,422.38,-2.36,-0.56,16.66,1.32,1.98
2021-08-13,416.06,-6.32,-1.5,16.41,1.3,2.01
2021-08-17,411.31,-4.75,-1.14,16.23,1.29,2.04
2021-08-18,413.36,2.05,0.5,16.31,1.3,2.03
2021-08-19,404.96,-8.4,-2.03,15.98,1.27,2.07
2021-08-20,400.78,-4.18,-1.03,15.81,1.26,2.09
2021-08-23,404.58,3.8,0.95,15.96,1.27,2.07
2021-08-24,412.48,7.9,1.95,16.27,1.29,2.03
2021-08-25,413.95,1.47,0.36,16.33,1.3,2.02
2021-08-26,410.38,-3.57,-0.86,16.19,1.29,2.04
2021-08-27,410.24,-0.14,-0.03,16.19,1.29,2.04
2021-08-30,411.5,1.26,0.31,16.24,1.29,2.03
2021-08-31,419.79,8.29,2.01,16.56,1.32,1.99
2021-09-01,419.92,0.13,0.03,16.57,1.32,1.99
2021-09-02,415.89,-4.03,-0.96,16.42,1.3,2.01
2021-09-03,419.22,3.33,0.8,16.55,1.31,2.0
2021-09-06,420.37,1.15,0.27,16.59,1.32,1.99
2021-09-07,417.8,-2.57,-0.61,16.49,1.31,2.0
2021-09-08,414.54,-3.26,-0.78,16.36,1.3,2.02
2021-09-09,407.28,-7.26,-1.75,13.64,1.23,2.05
2021-09-10,408.7,1.42,0.35,13.84,1.25,2.02
2021-09-13,409.7,1.0,0.24,13.88,1.26,2.01
2021-09-14,412.36,2.66,0.65,13.97,1.26,2.0
2021-09-15,412.85,0.49,0.12,13.98,1.27,2.0
2021-09-16,409.22,-3.63,-0.88,13.87,1.26,2.01
2021-09-17,410.99,1.77,0.43,13.93,1.26,2.0
2021-09-23,410.46,-0.53,-0.13,13.91,1.26,2.01
2021-09-24,409.84,-0.62,-0.15,13.89,1.26,2.01
2021-09-27,410.97,1.13,0.28,13.93,1.26,2.0
2021-09-28,406.2,-4.77,-1.16,13.77,1.25,2.03
2021-09-29,400.09,-6.11,-1.5,13.56,1.23,2.06
2021-09-30,401.3,1.21,0.3,13.6,1.23,2.05
2021-10-01,394.79,-6.51,-1.62,13.38,1.21,2.09
2021-10-05,388.01,-6.78,-1.72,13.15,1.19,2.12
2021-10-06,381.93,-6.08,-1.57,12.95,1.17,2.16
2021-10-07,388.14,6.21,1.63,13.16,1.19,2.12
2021-10-08,387.42,-0.72,-0.19,13.13,1.19,2.13
2021-10-12,380.69,-6.73,-1.74,12.91,1.17,2.16
2021-10-13,384.1,3.41,0.9,13.02,1.18,2.14
2021-10-14,389.59,5.49,1.43,13.21,1.2,2.11
2021-10-15,393.19,3.6,0.92,13.33,1.21,2.09
2021-10-18,392.02,-1.17,-0.3,13.29,1.2,2.1
2021-10-19,395.41,3.39,0.86,13.4,1.21,2.08
2021-10-20,393.74,-1.67,-0.42,13.35,1.21,2.09
2021-10-21,393.18,-0.56,-0.14,13.33,1.21,2.09
2021-10-22,393.34,0.16,0.04,13.33,1.21,2.09
2021-10-25,395.01,1.67,0.42,13.39,1.21,2.09
2021-10-26,399.07,4.06,1.03,13.53,1.22,2.06
2021-10-27,395.48,-3.59,-0.9,13.41,1.21,2.08
2021-10-28,393.89,-1.59,-0.4,13.35,1.21,2.09
2021-10-29,388.47,-5.42,-1.38,13.17,1.19,2.12
2021-11-01,389.81,1.34,0.34,13.22,1.2,2.11
2021-11-02,394.82,5.01,1.29,13.39,1.21,2.09
2021-11-03,389.48,-5.34,-1.35,13.21,1.2,2.11
2021-11-04,391.54,2.06,0.53,13.28,1.2,2.1
2021-11-05,389.86,-1.68,-0.43,13.22,1.2,2.11
2021-11-08,389.59,-0.27,-0.07,13.21,1.2,2.11
2021-11-09,390.36,0.77,0.2,13.24,1.2,2.11
2021-11-10,386.24,-4.12,-1.06,13.1,1.19,2.13
2021-11-11,385.97,-0.27,-0.07,13.09,1.19,2.13
2021-11-12,390.38,4.41,1.14,13.24,1.2,2.11
2021-11-15,394.36,3.98,1.02,13.38,1.21,2.09
2021-11-16,394.07,-0.29,-0.07,13.37,1.21,2.09
2021-11-17,389.44,-4.63,-1.17,13.21,1.2,2.12
2021-11-18,387.44,-2.0,-0.51,13.14,1.19,2.13
2021-11-19,390.53,3.09,0.8,13.25,1.2,2.11
2021-11-22,399.07,8.54,2.19,13.54,1.23,2.06
2021-11-23,396.44,-2.63,-0.66,13.45,1.22,2.08
2021-11-24,395.4,-1.04,-0.26,13.41,1.21,2.08
2021-11-25,391.93,-3.47,-0.88,13.29,1.2,2.1
2021-11-26,385.07,-6.86,-1.75,13.06,1.18,2.14
2021-11-29,381.63,-3.44,-0.89,12.95,1.17,2.16
2021-11-30,373.24,-8.39,-2.2,12.6,1.14,2.22
2021-12-01,383.13,9.89,2.65,12.94,1.17,2.16
2021-12-02,389.64,6.51,1.7,13.16,1.19,2.12
2021-12-03,391.96,2.32,0.6,13.24,1.2,2.11
2021-12-06,392.85,0.89,0.23,13.27,1.2,2.11
2021-12-07,396.31,3.46,0.88,13.39,1.21,2.09
2021-12-08,397.27,0.96,0.24,13.42,1.22,2.08
2021-12-09,401.13,3.86,0.97,13.56,1.23,2.06
2021-12-10,397.97,-3.16,-0.79,13.69,1.24,2.04
2021-12-13,397.27,-0.7,-0.18,11.97,1.19,2.04
2021-12-14,395.41,-1.86,-0.47,11.92,1.18,2.05
2021-12-15,395.66,0.25,0.06,11.92,1.18,2.05
2021-12-16,397.68,2.02,0.51,11.99,1.19,2.04
2021-12-17,398.96,1.28,0.32,12.03,1.19,2.03
2021-12-20,391.37,-7.59,-1.9,11.79,1.17,2.07
2021-12-21,393.95,2.58,0.66,11.87,1.18,2.06
2021-12-22,396.07,2.12,0.54,11.93,1.18,2.05
2021-12-23,398.15,2.08,0.53,11.99,1.19,2.04
2021-12-24,400.53,2.38,0.6,12.06,1.2,2.03
2021-12-27,398.61,-1.92,-0.48,12.0,1.19,2.04
2021-12-28,401.21,2.6,0.65,12.08,1.2,2.02
2021-12-29,396.72,-4.49,-1.12,11.95,1.19,2.04
2021-12-30,394.19,-2.53,-0.64,11.88,1.18,2.06
2022-01-03,395.51,1.32,0.33,11.92,1.18,2.05
2022-01-04,395.4,-0.11,-0.03,11.91,1.18,2.05
2022-01-05,390.39,-5.01,-1.27,11.76,1.17,2.08
2022-01-06,386.22,-4.17,-1.07,11.64,1.15,2.1
2022-01-07,390.85,4.63,1.2,11.78,1.17,2.07
2022-01-10,387.52,-3.33,-0.85,11.68,1.16,2.09
2022-01-11,388.97,1.45,0.37,11.73,1.16,2.08
2022-01-12,394.66,5.69,1.46,11.9,1.18,2.05
2022-01-13,393.0,-1.66,-0.42,11.85,1.18,2.06
2022-01-14,387.45,-5.55,-1.41,11.68,1.16,2.09
2022-01-17,383.81,-3.64,-0.94,11.57,1.15,2.11
2022-01-18,381.01,-2.8,-0.73,11.48,1.14,2.13
2022-01-19,378.21,-2.8,-0.73,11.4,1.13,2.14
2022-01-20,380.39,2.18,0.58,11.46,1.14,2.13
2022-01-21,376.08,-4.31,-1.13,11.33,1.12,2.16
2022-01-24,371.3,-4.78,-1.27,11.19,1.11,2.18
2022-01-25,362.39,-8.91,-2.4,10.92,1.08,2.24
2022-01-26,360.83,-1.56,-0.43,10.88,1.08,2.25
2022-01-27,348.58,-12.25,-3.39,10.51,1.04,2.33
2022-01-28,357.98,9.4,2.7,10.79,1.07,2.26
2022-02-03,361.6,3.62,1.01,10.9,1.08,2.24
2022-02-04,366.34,4.74,1.31,11.04,1.1,2.21
2022-02-07,362.92,-3.42,-0.93,10.94,1.09,2.23
2022-02-08,363.48,0.56,0.15,10.96,1.09,2.23
2022-02-09,368.65,5.17,1.42,11.11,1.1,2.2
2022-02-10,371.57,2.92,0.79,11.2,1.11,2.18
2022-02-11,368.61,-2.96,-0.8,11.11,1.1,2.2
2022-02-14,362.98,-5.63,-1.53,10.95,1.09,2.23
2022-02-15,360.43,-2.55,-0.7,10.87,1.08,2.25
2022-02-16,367.3,6.87,1.91,11.08,1.1,2.21
2022-02-17,369.55,2.25,0.61,11.14,1.11,2.19
2022-02-18,368.55,-1.0,-0.27,11.11,1.1,2.2
2022-02-21,368.29,-0.26,-0.07,11.1,1.1,2.2
2022-02-22,363.51,-4.78,-1.3,10.96,1.09,2.23
2022-02-23,364.44,0.93,0.26,10.99,1.09,2.22
2022-02-24,355.04,-9.4,-2.58,10.7,1.06,2.28
2022-02-25,358.44,3.4,0.96,10.8,1.07,2.26
2022-02-28,361.54,3.1,0.86,10.91,1.08,2.24
2022-03-02,360.59,-0.95,-0.26,10.88,1.08,2.25
2022-03-03,367.06,6.47,1.79,11.08,1.1,2.21
2022-03-04,361.69,-5.37,-1.46,10.91,1.08,2.24
2022-03-07,353.03,-8.66,-2.39,10.65,1.06,2.29
2022-03-08,349.38,-3.65,-1.03,10.54,1.05,2.32
2022-03-10,358.01,8.63,2.47,10.8,1.07,2.26
2022-03-11,355.31,-2.7,-0.75,10.82,1.07,2.26
2022-03-14,354.61,-0.7,-0.2,10.8,1.07,2.26
2022-03-15,351.03,-3.58,-1.01,10.69,1.06,2.29
2022-03-16,356.09,5.06,1.44,10.85,1.07,2.25
2022-03-17,361.46,5.37,1.51,11.01,1.09,2.22
2022-03-18,362.33,0.87,0.24,11.03,1.09,2.22
2022-03-21,358.77,-3.56,-0.98,10.92,1.08,2.24
2022-03-22,361.66,2.89,0.81,11.01,1.09,2.22
2022-03-23,364.84,3.18,0.88,11.11,1.1,2.2
2022-03-24,363.38,-1.46,-0.4,11.06,1.1,2.21
2022-03-25,362.06,-1.32,-0.36,11.03,1.09,2.22
2022-03-28,362.06,0.0,0.0,11.02,1.09,2.22
2022-03-29,363.77,1.71,0.47,11.08,1.1,2.21
2022-03-30,364.5,0.73,0.2,11.1,1.1,2.2
2022-03-31,365.61,1.11,0.3,11.13,1.1,2.2
2022-04-01,363.19,-2.42,-0.66,11.06,1.1,2.21
2022-04-04,364.94,1.75,0.48,11.11,1.1,2.2
2022-04-05,364.74,-0.2,-0.05,11.11,1.1,2.2
2022-04-06,361.01,-3.73,-1.02,10.99,1.09,2.22
2022-04-07,355.73,-5.28,-1.46,10.83,1.07,2.26
2022-04-08,356.01,0.28,0.08,10.84,1.07,2.25
2022-04-11,355.78,-0.23,-0.06,10.83,1.07,2.26
2022-04-12,352.32,-3.46,-0.97,10.73,1.06,2.28
2022-04-13,359.0,6.68,1.9,10.93,1.08,2.24
2022-04-14,357.38,-1.62,-0.45,10.88,1.08,2.25
2022-04-15,353.84,-3.54,-0.99,10.77,1.07,2.27
2022-04-18,353.63,-0.21,-0.06,10.77,1.07,2.27
2022-04-19,357.36,3.73,1.05,10.88,1.08,2.25
2022-04-20,357.52,0.16,0.04,10.89,1.08,2.24
2022-04-21,359.02,1.5,0.42,10.93,1.08,2.24
2022-04-22,355.43,-3.59,-1.0,10.83,1.07,2.26
2022-04-25,348.98,-6.45,-1.81,10.63,1.05,2.3
2022-04-26,350.67,1.69,0.48,10.68,1.06,2.29
2022-04-27,346.21,-4.46,-1.27,10.55,1.05,2.32
2022-04-28,350.16,3.95,1.14,10.67,1.06,2.29
2022-04-29,355.08,4.92,1.41,10.82,1.07,2.26
2022-05-02,354.02,-1.06,-0.3,9.84,1.05,2.05
2022-05-03,353.32,-0.7,-0.2,9.82,1.05,2.05
2022-05-04,353.85,0.53,0.15,9.84,1.05,2.05
2022-05-06,349.0,-4.85,-1.37,9.7,1.03,2.08
2022-05-09,345.41,-3.59,-1.03,9.6,1.02,2.1
2022-05-10,343.67,-1.74,-0.5,9.56,1.02,2.11
2022-05-11,343.44,-0.23,-0.07,9.55,1.02,2.11
2022-05-12,337.94,-5.5,-1.6,9.4,1.0,2.15
2022-05-13,345.5,7.56,2.24,9.61,1.02,2.1
2022-05-16,343.94,-1.56,-0.45,9.56,1.02,2.11
2022-05-17,347.53,3.59,1.04,9.66,1.03,2.09
2022-05-18,348.34,0.81,0.23,9.68,1.03,2.08
2022-05-19,343.24,-5.1,-1.46,9.54,1.02,2.11
2022-05-20,349.29,6.05,1.76,9.71,1.03,2.08
2022-05-23,350.34,1.05,0.3,9.74,1.04,2.07
2022-05-24,344.08,-6.26,-1.79,9.56,1.02,2.11
2022-05-25,345.6,1.52,0.44,9.61,1.02,2.1
2022-05-26,344.26,-1.34,-0.39,9.57,1.02,2.11
2022-05-27,348.04,3.78,1.1,9.67,1.03,2.08
2022-05-30,352.49,4.45,1.28,9.8,1.04,2.06
2022-05-31,354.54,2.05,0.58,9.86,1.05,2.05
2022-06-02,350.51,-4.03,-1.14,9.74,1.04,2.07
2022-06-03,352.01,1.5,0.43,9.78,1.04,2.06
2022-06-07,345.67,-6.34,-1.8,9.61,1.02,2.1
2022-06-08,346.22,0.55,0.16,9.62,1.03,2.09
2022-06-09,346.62,0.4,0.12,10.24,1.01,2.09
2022-06-10,341.89,-4.73,-1.36,10.17,1.01,2.1
2022-06-13,329.88,-12.01,-3.51,9.81,0.97,2.17
2022-06-14,328.23,-1.65,-0.5,9.76,0.97,2.18
2022-06-15,322.21,-6.02,-1.83,9.58,0.95,2.22
2022-06-16,322.25,0.04,0.01,9.58,0.95,2.22
2022-06-17,320.09,-2.16,-0.67,9.52,0.94,2.24
2022-06-20,314.44,-5.65,-1.77,9.35,0.93,2.28
2022-06-21,316.38,1.94,0.62,9.41,0.93,2.26
2022-06-22,308.08,-8.3,-2.62,9.16,0.91,2.32
2022-06-23,305.45,-2.63,-0.85,9.08,0.9,2.35
2022-06-24,312.07,6.62,2.17,9.28,0.92,2.3
2022-06-27,316.2,4.13,1.32,9.4,0.93,2.27
2022-06-28,319.11,2.91,0.92,9.49,0.94,2.24
2022-06-29,312.86,-6.25,-1.96,9.3,0.92,2.29
2022-06-30,307.2,-5.66,-1.81,9.14,0.91,2.33
2022-07-01,304.02,-3.18,-1.04,9.04,0.9,2.36
2022-07-04,304.01,-0.01,0.0,9.04,0.9,2.36
2022-07-05,309.03,5.02,1.65,9.19,0.91,2.32
2022-07-06,302.28,-6.75,-2.18,8.99,0.89,2.37
2022-07-07,308.31,6.03,1.99,9.17,0.91,2.32
2022-07-08,310.15,1.84,0.6,9.22,0.91,2.31
2022-07-11,308.29,-1.86,-0.6,9.17,0.91,2.32
2022-07-12,305.03,-3.26,-1.06,9.07,0.9,2.35
2022-07-13,306.59,1.56,0.51,9.12,0.9,2.34
2022-07-14,305.35,-1.24,-0.4,9.08,0.9,2.35
2022-07-15,307.91,2.56,0.84,9.16,0.91,2.33
2022-07-18,314.87,6.96,2.26,9.37,0.93,2.27
2022-07-19,313.9,-0.97,-0.31,9.34,0.93,2.28
2022-07-20,316.02,2.12,0.68,9.4,0.93,2.27
2022-07-21,319.68,3.66,1.16,9.51,0.94,2.24
2022-07-22,317.33,-2.35,-0.74,9.44,0.94,2.26
2022-07-25,318.34,1.01,0.32,9.47,0.94,2.25
2022-07-26,319.61,1.27,0.4,9.51,0.94,2.24
2022-07-27,319.74,0.13,0.04,9.51,0.94,2.24
2022-07-28,321.62,1.88,0.59,9.57,0.95,2.23
2022-07-29,323.31,1.69,0.53,9.62,0.95,2.21
2022-08-01,322.97,-0.34,-0.11,9.61,0.95,2.22
2022-08-02,321.64,-1.33,-0.41,9.57,0.95,2.23
2022-08-03,323.8,2.16,0.67,9.63,0.96,2.21
2022-08-04,325.47,1.67,0.52,9.68,0.96,2.2
2022-08-05,327.5,2.03,0.62,9.74,0.97,2.19
2022-08-08,327.23,-0.27,-0.08,9.73,0.97,2.19
2022-08-09,328.11,0.88,0.27,9.76,0.97,2.18
2022-08-10,324.35,-3.76,-1.15,9.65,0.96,2.21
2022-08-11,329.92,5.57,1.72,9.81,0.97,2.17
2022-08-12,330.67,0.75,0.23,9.84,0.98,2.17
2022-08-16,331.78,1.11,0.34,9.87,0.98,2.16
2022-08-17,329.91,-1.87,-0.56,9.81,0.97,2.17
2022-08-18,328.8,-1.11,-0.34,9.78,0.97,2.18
2022-08-19,326.79,-2.01,-0.61,9.72,0.96,2.19
2022-08-22,322.77,-4.02,-1.23,9.6,0.95,2.22
2022-08-23,318.69,-4.08,-1.26,9.48,0.94,2.25
2022-08-24,319.86,1.17,0.37,9.51,0.94,2.24
2022-08-25,323.63,3.77,1.18,9.63,0.95,2.21
2022-08-26,323.91,0.28,0.09,9.63,0.96,2.21
2022-08-29,316.35,-7.56,-2.33,9.41,0.93,2.26
2022-08-30,319.49,3.14,0.99,9.5,0.94,2.24
2022-08-31,322.96,3.47,1.09,9.61,0.95,2.22
2022-09-01,315.02,-7.94,-2.46,9.37,0.93,2.27
2022-09-02,312.92,-2.1,-0.67,9.31,0.92,2.29
2022-09-05,312.47,-0.45,-0.14,9.29,0.92,2.29
2022-09-06,313.01,0.54,0.17,9.31,0.92,2.29
2022-09-07,308.16,-4.85,-1.55,9.16,0.91,2.33
2022-09-08,309.12,0.96,0.31,9.19,0.91,2.32
2022-09-13,318.56,9.44,3.05,9.47,0.94,2.25
2022-09-14,312.74,-5.82,-1.83,9.3,0.92,2.29
2022-09-15,310.63,-2.11,-0.67,9.24,0.92,2.31
2022-09-16,308.69,-1.94,-0.62,8.87,0.89,2.32
2022-09-19,306.49,-2.2,-0.71,8.81,0.88,2.34
2022-09-20,307.54,1.05,0.34,8.84,0.89,2.33
2022-09-21,304.67,-2.87,-0.93,8.76,0.88,2.35
2022-09-22,301.65,-3.02,-0.99,8.67,0.87,2.37
2022-09-23,297.74,-3.91,-1.3,8.56,0.86,2.41
2022-09-26,289.77,-7.97,-2.68,8.33,0.83,2.47
2022-09-27,290.2,0.43,0.15,8.34,0.84,2.47
2022-09-28,283.19,-7.01,-2.42,8.14,0.82,2.53
2022-09-29,282.65,-0.54,-0.19,8.13,0.81,2.53
2022-09-30,281.36,-1.29,-0.46,8.09,0.81,2.55
2022-10-04,288.27,6.91,2.46,8.29,0.83,2.48
2022-10-05,289.05,0.78,0.27,8.31,0.83,2.48
2022-10-06,291.26,2.21,0.76,8.37,0.84,2.46
2022-10-07,290.41,-0.85,-0.29,8.35,0.84,2.47
2022-10-11,284.96,-5.45,-1.88,8.19,0.82,2.51
2022-10-12,287.09,2.13,0.75,8.25,0.83,2.5
2022-10-13,282.57,-4.52,-1.57,8.12,0.81,2.54
2022-10-14,289.36,6.79,2.4,8.32,0.83,2.48
2022-10-17,289.57,0.21,0.07,8.32,0.83,2.47
2022-10-18,293.59,4.02,1.39,8.44,0.84,2.44
2022-10-19,291.29,-2.3,-0.78,8.37,0.84,2.46
2022-10-20,288.61,-2.68,-0.92,8.3,0.83,2.48
2022-10-21,288.57,-0.04,-0.01,8.3,0.83,2.48
2022-10-24,291.47,2.9,1.0,8.38,0.84,2.46
2022-10-25,291.58,0.11,0.04,8.38,0.84,2.46
2022-10-26,293.85,2.27,0.78,8.45,0.85,2.44
2022-10-27,298.82,4.97,1.69,8.59,0.86,2.4
2022-10-28,295.06,-3.76,-1.26,8.48,0.85,2.43
2022-10-31,299.58,4.52,1.53,8.61,0.86,2.39
2022-11-01,303.88,4.3,1.44,8.74,0.87,2.36
2022-11-03,301.66,-2.21,-0.73,8.67,0.87,2.37
2022-11-04,304.33,2.67,0.89,8.75,0.88,2.35
2022-11-07,307.87,3.54,1.16,8.85,0.89,2.33
2022-11-08,312.01,4.14,1.34,8.97,0.9,2.3
2022-11-09,315.23,3.22,1.03,9.06,0.91,2.27
2022-11-10,311.13,-4.1,-1.3,8.94,0.9,2.3
2022-11-11,323.09,11.96,3.84,9.29,0.93,2.22
2022-11-14,321.53,-1.56,-0.48,9.24,0.93,2.23
2022-11-15,322.31,0.78,0.24,9.26,0.93,2.22
2022-11-16,321.96,-0.35,-0.11,9.26,0.93,2.22
2022-11-17,316.75,-5.21,-1.62,9.11,0.91,2.26
2022-11-18,317.12,0.37,0.12,9.12,0.91,2.26
2022-11-21,314.67,-2.45,-0.77,9.05,0.91,2.28
2022-11-22,312.02,-2.65,-0.84,8.97,0.9,2.29
2022-11-23,314.11,2.09,0.67,9.03,0.9,2.28
2022-11-24,317.3,3.19,1.02,9.12,0.91,2.26
2022-11-25,316.07,-1.23,-0.39,9.09,0.91,2.27
2022-11-28,312.21,-3.86,-1.22,8.98,0.9,2.29
2022-11-29,315.58,3.37,1.08,9.08,0.91,2.27
2022-11-30,321.0,5.42,1.72,9.23,0.92,2.23
2022-12-01,322.02,1.02,0.32,9.26,0.93,2.22
2022-12-02,315.02,-7.0,-2.17,9.06,0.91,2.27
2022-12-05,313.91,-1.11,-0.35,9.03,0.9,2.28
2022-12-06,310.14,-3.77,-1.2,8.92,0.89,2.31
2022-12-07,308.27,-1.87,-0.6,8.86,0.89,2.32
2022-12-08,308.24,-0.03,-0.01,8.86,0.89,2.32
2022-12-09,311.63,3.39,1.1,9.0,0.9,2.29
2022-12-12,309.64,-1.99,-0.64,8.94,0.89,2.3
2022-12-13,309.56,-0.08,-0.03,8.94,0.89,2.3
2022-12-14,313.23,3.67,1.19,9.05,0.9,2.28
2022-12-15,307.73,-5.5,-1.76,8.89,0.89,2.32
2022-12-16,307.48,-0.25,-0.08,9.88,0.86,2.32
2022-12-19,306.77,-0.71,-0.23,9.86,0.86,2.32
2022-12-20,304.05,-2.72,-0.89,9.77,0.85,2.34
2022-12-21,303.23,-0.82,-0.27,9.74,0.85,2.35
2022-12-22,307.48,4.25,1.4,9.88,0.86,2.32
2022-12-23,302.07,-5.41,-1.76,9.71,0.84,2.36
2022-12-26,302.27,0.2,0.07,9.71,0.84,2.36
2022-12-27,304.22,1.95,0.65,9.78,0.85,2.34
2022-12-28,297.09,-7.13,-2.34,9.55,0.83,2.4
2022-12-29,291.1,-5.99,-2.02,9.36,0.81,2.45
2023-01-02,289.79,-1.31,-0.45,9.31,0.81,2.46
2023-01-03,289.58,-0.21,-0.07,9.31,0.81,2.46
2023-01-04,295.98,6.4,2.21,9.51,0.83,2.41
2023-01-05,297.87,1.89,0.64,9.57,0.83,2.39
2023-01-06,301.53,3.66,1.23,9.69,0.84,2.36
2023-01-09,309.69,8.16,2.71,9.95,0.86,2.3
2023-01-10,309.57,-0.12,-0.04,9.95,0.86,2.3
2023-01-11,310.38,0.81,0.26,9.98,0.87,2.3
2023-01-12,310.7,0.32,0.1,9.99,0.87,2.29
2023-01-13,313.77,3.07,0.99,10.09,0.88,2.27
2023-01-16,316.04,2.27,0.72,10.16,0.88,2.26
2023-01-17,313.75,-2.29,-0.72,10.08,0.88,2.27
2023-01-18,311.91,-1.84,-0.59,10.03,0.87,2.29
2023-01-19,313.81,1.9,0.61,10.09,0.88,2.27
2023-01-20,315.58,1.77,0.56,10.15,0.88,2.26
2023-01-25,320.76,5.18,1.64,10.31,0.9,2.22
2023-01-26,325.57,4.81,1.5,10.47,0.91,2.19
2023-01-27,327.98,2.41,0.74,10.55,0.92,2.17
2023-01-30,322.67,-5.31,-1.62,10.36,0.9,2.21
2023-01-31,317.26,-5.41,-1.68,10.19,0.88,2.25
2023-02-01,321.19,3.93,1.24,10.31,0.89,2.22
2023-02-02,323.93,2.74,0.85,10.4,0.9,2.21
2023-02-03,325.86,1.93,0.6,10.46,0.91,2.19
2023-02-06,318.83,-7.03,-2.16,10.24,0.89,2.24
2023-02-07,320.55,1.72,0.54,10.29,0.89,2.23
2023-02-08,325.63,5.08,1.58,10.45,0.91,2.19
2023-02-09,324.9,-0.73,-0.22,10.43,0.9,2.2
2023-02-10,323.69,-1.21,-0.37,10.39,0.9,2.21
2023-02-13,321.75,-1.94,-0.6,10.33,0.9,2.22
2023-02-14,323.47,1.72,0.53,10.39,0.9,2.21
2023-02-15,317.99,-5.48,-1.69,10.21,0.89,2.25
2023-02-16,324.1,6.11,1.92,10.41,0.9,2.2
2023-02-17,320.78,-3.32,-1.02,10.3,0.89,2.23
2023-02-20,321.79,1.01,0.31,10.33,0.9,2.22
2023-02-21,321.56,-0.23,-0.07,10.32,0.9,2.22
2023-02-22,315.94,-5.62,-1.75,10.14,0.88,2.26
2023-02-23,319.44,3.5,1.11,10.26,0.89,2.24
2023-02-24,316.94,-2.5,-0.78,10.17,0.88,2.25
2023-02-27,313.94,-3.0,-0.95,10.08,0.87,2.28
2023-02-28,314.8,0.86,0.27,10.1,0.88,2.27
2023-03-02,316.26,1.46,0.46,10.15,0.88,2.26
2023-03-03,316.36,0.1,0.03,10.15,0.88,2.26
2023-03-06,320.94,4.58,1.45,10.3,0.89,2.23
2023-03-07,319.8,-1.14,-0.36,10.26,0.89,2.23
2023-03-08,315.38,-4.42,-1.38,10.12,0.88,2.27
2023-03-09,314.04,-1.34,-0.42,10.08,0.87,2.28
2023-03-10,310.65,-3.39,-1.08,9.97,0.87,2.3
2023-03-13,313.21,2.56,0.82,10.05,0.87,2.28
2023-03-14,305.58,-7.63,-2.44,9.81,0.85,2.34
2023-03-15,309.1,3.52,1.15,9.92,0.86,2.31
2023-03-16,308.39,-0.71,-0.23,9.9,0.86,2.32
2023-03-17,312.07,3.68,1.19,10.02,0.87,2.29
2023-03-20,309.49,-2.58,-0.83,9.93,0.86,2.31
